Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.4404,Wed Jun 27 19:14:06 +0000 2018,0.861,0.0,0.139,"""Now we’ll have to find a worthy successor."" Republican Sen. Lindsey Graham says President Trump has a lot of ""good… https://t.co/h6wPu3lo2G",262,@CNN
0.5267,Wed Jun 27 19:07:00 +0000 2018,0.861,0.0,0.139,President Trump says he has a list of 25 people that will be considered to replace Justice Anthony Kennedy on the S… https://t.co/pzUY6F4e9W,263,@CNN
0.9022,Wed Jun 27 19:00:01 +0000 2018,0.605,0.0,0.395,"""He’s been a great justice of the Supreme Court."" President Trump took a few moments to address the retirement of S… https://t.co/222pifAMgX",264,@CNN
0.6486,Wed Jun 27 18:53:00 +0000 2018,0.762,0.0,0.238,"""We will vote to confirm Justice Kennedy's successor this fall,"" says Majority Leader Sen. Mitch McConnell after Ju… https://t.co/jjzm56eBil",265,@CNN
0.8316,Wed Jun 27 18:47:08 +0000 2018,0.63,0.0,0.37,"President Trump will push for the swift confirmation of a Supreme Court justice ""before the midterm elections,"" a s… https://t.co/GoJKdqOTN5",266,@CNN
0.7906,Wed Jun 27 18:40:05 +0000 2018,0.611,0.0,0.389,Here's a brief timeline of Justice Anthony Kennedy's key Supreme Court decisions https://t.co/0k0RUeFosd https://t.co/282cDaGB6d,267,@CNN
0.1027,Wed Jun 27 18:29:30 +0000 2018,0.924,0.0,0.076,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/XJLb6zE2NH,268,@CNN
0.7506,Wed Jun 27 18:20:00 +0000 2018,0.714,0.0,0.286,Anthony Kennedy's decision to step down from the Supreme Court gives President Trump a second opportunity to nomina… https://t.co/UqUIT7CLb7,269,@CNN
-0.5994,Wed Jun 27 18:15:49 +0000 2018,0.786,0.214,0.0,House Democrats are in shock as they assess what Joe Crowley's loss to a 28-year-old political newcomer means for l… https://t.co/B3auAMM2Bl,270,@CNN
0.5267,Wed Jun 27 18:05:00 +0000 2018,0.815,0.0,0.185,"BREAKING: Justice Anthony Kennedy, a conservative who provided key votes for same sex-marriage, abortion access and… https://t.co/p9Jn6p6BL2",271,@CNN
-0.5719,Wed Jun 27 17:58:44 +0000 2018,0.761,0.239,0.0,"JUST IN: House overwhelmingly rejects Republican immigration bill, despite last-minute push by President Trump to s… https://t.co/6lHY4YY0Yp",272,@CNN
0.0,Wed Jun 27 17:48:12 +0000 2018,1.0,0.0,0.0,This Colorado Democrat could become first openly gay man elected governor in US https://t.co/hgiOXjsOUB https://t.co/H6aSP5gMYo,273,@CNN
0.0,Wed Jun 27 17:38:05 +0000 2018,1.0,0.0,0.0,"Here's what we've learned about 'Oumuamua, the cigar-shaped interstellar visitor that was spotted in October tumbli… https://t.co/MgMOwK1wWc",274,@CNN
-0.7906,Wed Jun 27 17:23:43 +0000 2018,0.708,0.292,0.0,"A funeral was held for Junior Guzman-Feliz, a 15-year-old killed in a gang stabbing in New York last week that has… https://t.co/HADmIUGcnh",275,@CNN
-0.1531,Wed Jun 27 17:09:19 +0000 2018,0.904,0.096,0.0,What does America's falling birth rate mean for the economy? Just look at Arizona https://t.co/Oy7GT3RhoB https://t.co/xE4NFTGRLL,276,@CNN
0.0,Wed Jun 27 16:54:10 +0000 2018,1.0,0.0,0.0,"In a six-day span, only six children were reunited with their families after being separated at the US border. More… https://t.co/zEFZtN4Gg4",277,@CNN
0.2023,Wed Jun 27 16:41:01 +0000 2018,0.729,0.115,0.156,"A federal grand jury indicted the suspect behind last summer's deadly vehicle incident in Charlottesville, Virginia… https://t.co/B9BJhAMrU3",278,@CNN
-0.4767,Wed Jun 27 16:29:53 +0000 2018,0.769,0.163,0.068,"BREAKING: Joe Jackson, the patriarch who launched the Jackson family dynasty, has died, a source close to the famil… https://t.co/WefGb7Q7gb",279,@CNN
0.5574,Wed Jun 27 16:23:30 +0000 2018,0.816,0.0,0.184,"President Trump is speaking at a White House event after the Supreme Court's union ruling 

Watch live: https://t.co/T3E0vuOqsj",280,@CNN
-0.7003,Wed Jun 27 16:14:31 +0000 2018,0.746,0.254,0.0,Changes to a 16th-century polychrome statue of San Jorge (St George) provoked anger among some art experts and inev… https://t.co/gj2iwiHKxA,281,@CNN
0.0,Wed Jun 27 16:00:24 +0000 2018,1.0,0.0,0.0,"A 6-year-old's lemonade stand helped raise $13,000 for separated migrant families https://t.co/UjkonfhV3X https://t.co/gV1W52XK3y",282,@CNN
0.5859,Wed Jun 27 15:47:55 +0000 2018,0.808,0.0,0.192,"Senate Majority Leader Mitch McConnell says the win by Alexandria Ocasio-Cortez, a 28-year-old running her first ca… https://t.co/OZDGwAhTJe",283,@CNN
-0.4404,Wed Jun 27 15:36:21 +0000 2018,0.847,0.153,0.0,"A judge denied rapper Meek Mill's petition for a new trial, despite the district attorney's office recommending tha… https://t.co/BFQhWcfekN",284,@CNN
0.0,Wed Jun 27 15:24:45 +0000 2018,1.0,0.0,0.0,"The Smithsonian has unveiled a design for the National Native American Veterans Memorial, which will be placed on t… https://t.co/dCwD3oAtJ7",285,@CNN
0.0258,Wed Jun 27 15:14:06 +0000 2018,0.663,0.166,0.171,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/OsmYnonbis,286,@CNN
0.25,Wed Jun 27 15:02:32 +0000 2018,0.625,0.159,0.216,Former government contractor Reality Winner pleads guilty to leaking classified material https://t.co/xPDaOkB47K https://t.co/V4FIWATsB2,287,@CNN
-0.5106,Wed Jun 27 14:55:00 +0000 2018,0.786,0.157,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/0JsvHEAZXn",288,@CNN
0.0,Wed Jun 27 14:50:11 +0000 2018,1.0,0.0,0.0,White House press secretary Sarah Sanders is expected to receive Secret Service protection https://t.co/J9L7pDzbIs https://t.co/kF76b1GP2b,289,@CNN
-0.296,Wed Jun 27 14:38:04 +0000 2018,0.849,0.151,0.0,The Virginia restaurant owner who asked White House press secretary Sarah Sanders to leave has resigned from the to… https://t.co/LlHIYmjiGB,290,@CNN
0.5859,Wed Jun 27 14:26:52 +0000 2018,0.798,0.0,0.202,Alexandria Ocasio-Cortez's win will likely make her the youngest person in Congress in 2019 https://t.co/pMUjLQSfR6 https://t.co/zMoh38VPDb,291,@CNN
0.4404,Wed Jun 27 14:14:58 +0000 2018,0.773,0.073,0.155,JUST IN: The Supreme Court deals a major blow to public-sector unions in a case that could shake their financial st… https://t.co/WesRgtLab3,292,@CNN
-0.1027,Wed Jun 27 13:53:38 +0000 2018,0.773,0.145,0.082,The restaurant owner who asked Sarah Sanders to leave has resigned from the top post of a local business group https://t.co/etysLMTrW7,293,@CNN
0.1027,Wed Jun 27 13:37:41 +0000 2018,0.924,0.0,0.076,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/U0XVLYP4pB,294,@CNN
-0.5106,Wed Jun 27 13:26:12 +0000 2018,0.786,0.157,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/9OTv5cGPUg",295,@CNN
0.7506,Wed Jun 27 13:18:39 +0000 2018,0.758,0.0,0.242,RT @CNNPolitics: Alexandria Ocasio-Cortez will not say if she would support Nancy Pelosi for speaker if she wins in November and Democrats…,296,@CNN
0.9322,Wed Jun 27 13:13:57 +0000 2018,0.589,0.0,0.411,"RT @CNNPolitics: ""We won because we organized. We won because I think we had a very clear, winning message and we took that message to door…",297,@CNN
0.5859,Wed Jun 27 13:13:49 +0000 2018,0.774,0.0,0.226,New York Democrat Alexandria Ocasio-Cortez discusses her primary night win. Watch live: https://t.co/vhkaPaA3uB https://t.co/lYNj8K8WhK,298,@CNN
0.4019,Wed Jun 27 13:00:47 +0000 2018,0.847,0.0,0.153,What Alexandria Ocasio-Cortez's victory says about the Democratic Party and 2020 | Analysis by Harry Enten… https://t.co/pnoOjHEmb3,299,@CNN
-0.8442,Wed Jun 27 12:45:06 +0000 2018,0.637,0.363,0.0,"JUST IN: A Pittsburgh-area officer has been charged with criminal homicide in the death of Antwon Rose, an unarmed… https://t.co/rVPbXFSYLP",300,@CNN
0.7003,Thu Jun 28 03:40:09 +0000 2018,0.734,0.0,0.266,".@JaySekulow: ""The next Justice that now will be selected by President @realDonaldTrump will play an unbelievably i… https://t.co/JwYYfdy02S",301,@FoxNews
0.5859,Thu Jun 28 03:33:50 +0000 2018,0.833,0.0,0.167,".@SenMikeLee: ""I'm honored to even be considered for that. This, of course, is the president's choice. This is goin… https://t.co/on8PARdPfX",302,@FoxNews
0.0,Thu Jun 28 03:28:30 +0000 2018,1.0,0.0,0.0,".@SenMikeLee: ""We're going to confirm whoever President @realDonaldTrump happens to nominate."" @foxnewsnight… https://t.co/gP0ybirnsg",303,@FoxNews
0.0,Thu Jun 28 03:19:43 +0000 2018,1.0,0.0,0.0,Potential SCOTUS Nominees https://t.co/qXP5XDFIEx https://t.co/78TSVQIRkt,304,@FoxNews
0.5267,Thu Jun 28 03:18:30 +0000 2018,0.726,0.0,0.274,President @realDonaldTrump to choose replacement to Justice Kennedy https://t.co/qXP5XDFIEx https://t.co/hRkPwJ7mA6,305,@FoxNews
0.0,Thu Jun 28 03:02:00 +0000 2018,1.0,0.0,0.0,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/ahj9q8V5Y4,306,@FoxNews
-0.4767,Thu Jun 28 02:54:00 +0000 2018,0.807,0.193,0.0,"Man claims he went to Taco Bell to get a job, got arrested instead https://t.co/P5rvZpJH4c",307,@FoxNews
-0.5859,Thu Jun 28 02:51:30 +0000 2018,0.787,0.213,0.0,"Former physician stole more than $500G from 98-year-old woman in fraud scheme, authorities say https://t.co/XT5zDe37gq",308,@FoxNews
0.0,Thu Jun 28 02:51:08 +0000 2018,1.0,0.0,0.0,.@RepGoodlatte: Peter Strzok's Answers About Anti-Trump Texts 'Not Believable' https://t.co/VSoq6q4Wdc,309,@FoxNews
-0.3818,Thu Jun 28 02:29:42 +0000 2018,0.636,0.241,0.123,".@IngrahamAngle on @repjoecrowley's loss: ""This upset in New York [Tuesday] night, it was a Liberal Party faithful… https://t.co/TQ8ZqT3DGC",310,@FoxNews
-0.3182,Thu Jun 28 02:19:11 +0000 2018,0.71,0.183,0.107,'Admit How Wrong You Were': @seanhannity Rips 'Never-Trumpers' as Second SCOTUS Spot Opens https://t.co/gHjkiVgTcw,311,@FoxNews
-0.4767,Thu Jun 28 02:15:21 +0000 2018,0.795,0.205,0.0,"Captain of Juarez-El Paso Barrio Azteca gang, wanted by FBI, is arrested https://t.co/lF6nA2Q2ZA",312,@FoxNews
-0.5574,Thu Jun 28 02:07:20 +0000 2018,0.777,0.223,0.0,".@seanhannity: ""Make no mistake, as soon as the president taps whoever Anthony Kennedy's replacement will be, you'r… https://t.co/EBwKf2z0JH",313,@FoxNews
0.0,Thu Jun 28 02:05:29 +0000 2018,1.0,0.0,0.0,".@JCNSeverino: ""What I predict is we get a [Supreme Court] nominee who is basically Gorsuch 2.0...I don't see how [… https://t.co/607TRYfnrQ",314,@FoxNews
0.0,Thu Jun 28 02:04:24 +0000 2018,1.0,0.0,0.0,"During a campaign rally in North Dakota, President @realDonaldTrump said that when it comes to trade, the days of o… https://t.co/atoAloZyaR",315,@FoxNews
0.0,Thu Jun 28 01:56:43 +0000 2018,1.0,0.0,0.0,Woman who allegedly led cops on chase flips off camera in booking photo. https://t.co/bGOewA2BBg,316,@FoxNews
-0.926,Thu Jun 28 01:50:45 +0000 2018,0.359,0.641,0.0,"Texas executes prisoner linked to 4 killings, at least 9 rapes. https://t.co/k0xys9AgVC",317,@FoxNews
-0.7506,Thu Jun 28 01:44:59 +0000 2018,0.455,0.385,0.161,"Wife of U-Haul billionaire allegedly dumps sick dogs on charity, agrees to pay medical bills after a nasty spat. https://t.co/BkD8sQYMJQ",318,@FoxNews
0.0,Thu Jun 28 01:39:39 +0000 2018,1.0,0.0,0.0,Florida woman paddleboards from Cuba to Key West. https://t.co/UQoD9vsT6g,319,@FoxNews
-0.875,Thu Jun 28 01:32:27 +0000 2018,0.474,0.526,0.0,8 gang-affiliated men charged with murder in fatal stabbing of Bronx teen. https://t.co/oYFhklGk7Q,320,@FoxNews
0.7906,Thu Jun 28 01:25:40 +0000 2018,0.708,0.0,0.292,".@POTUS, at North Dakota rally, pushes for Supreme Court justice who could serve 'for 40 to 45 years'
https://t.co/JuOTh3kUVh",321,@FoxNews
0.2023,Thu Jun 28 01:22:56 +0000 2018,0.904,0.0,0.096,"President @realDonaldTrump: ""Every day we are keeping our promises. But to keep this momentum going, we need… https://t.co/ljyTuOw4jw",322,@FoxNews
0.3612,Thu Jun 28 01:18:51 +0000 2018,0.693,0.1,0.208,"President @realDonaldTrump on trade: ""The era of global freeloading and taking advantage of the United States is ov… https://t.co/psA9C2Zvxd",323,@FoxNews
0.0,Thu Jun 28 01:14:11 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump: ""When we're $500 billion down, they say 'Trump is starting a trade war.' I say, 'No, th… https://t.co/8OktZiEHla",324,@FoxNews
0.3182,Thu Jun 28 01:09:46 +0000 2018,0.85,0.0,0.15,"President @realDonaldTrump on trade: ""We are going to make trade fair and reciprocal."" https://t.co/I861y2BDVz",325,@FoxNews
-0.296,Thu Jun 28 01:05:02 +0000 2018,0.845,0.155,0.0,"President @realDonaldTrump on tax cuts: ""Our plan doubled the child tax credit."" https://t.co/SsrGBbdHgW",326,@FoxNews
0.0,Thu Jun 28 01:03:57 +0000 2018,1.0,0.0,0.0,.@realDonaldTrump Rips @RepMaxineWaters at ND Rally: 'Imagine If I Said Those Things' https://t.co/mQoidp2AAO,327,@FoxNews
0.0,Thu Jun 28 00:50:36 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump on trade: ""Do you see what's happening with our steel industry in the last four months?… https://t.co/81aqcXnGkB",328,@FoxNews
0.0,Thu Jun 28 00:49:04 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump: ""We put tariffs on solar panels because China was flooding the market and it wasn't goo… https://t.co/EsPYyOIWJC",329,@FoxNews
0.802,Thu Jun 28 00:46:05 +0000 2018,0.644,0.0,0.356,"President @realDonaldTrump: ""We're respected again, we're putting America first, we're making great trade deals."" https://t.co/A7O00SAN6E",330,@FoxNews
0.7717,Thu Jun 28 00:42:38 +0000 2018,0.565,0.0,0.435,"President @realDonaldTrump: ""We will protect our law enforcement like they protect us."" https://t.co/uJfX4Kqiuj",331,@FoxNews
0.0,Thu Jun 28 00:39:02 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump: ""[Democrats] keep talking about this blue wave. Their blue wave is really sputtering pr… https://t.co/Ebx4uwaEoa",332,@FoxNews
0.8173,Thu Jun 28 00:37:12 +0000 2018,0.706,0.0,0.294,"President @realDonaldTrump on Justice Kennedy retiring: ""I'm very honored that he chose to do it during my term in… https://t.co/0lXcoESTyK",333,@FoxNews
-0.7096,Thu Jun 28 00:33:02 +0000 2018,0.742,0.258,0.0,"President @realDonaldTrump: ""The travel ban ruling underscores just how critical it is to confirm judges who will s… https://t.co/QFsqDLlzVd",334,@FoxNews
0.0,Thu Jun 28 00:28:47 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump: ""A vote for any Democrat in November is a vote for @SenSchumer, @NancyPelosi and… https://t.co/GGTJanlJks",335,@FoxNews
-0.1419,Thu Jun 28 00:27:17 +0000 2018,0.916,0.084,0.0,"President @realDonaldTrump: ""You need a senator who doesn't just talk like they're from North Dakota, but votes lik… https://t.co/4tQNXEc1Mp",336,@FoxNews
0.0,Thu Jun 28 00:25:21 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump: ""ObamaCare is essentially dead."" https://t.co/SVlX3KlugG",337,@FoxNews
0.7506,Thu Jun 28 00:24:53 +0000 2018,0.748,0.0,0.252,"President @realDonaldTrump on health care: ""We are coming out with so many health care plans that are so much bette… https://t.co/OD7MVeoXoU",338,@FoxNews
0.0,Thu Jun 28 00:22:28 +0000 2018,1.0,0.0,0.0,".@RepKevinCramer: ""All I can say is, Mr. President, on behalf of all of the thousands of people in this arena, and… https://t.co/uIogWwz8h0",339,@FoxNews
0.6249,Thu Jun 28 00:08:39 +0000 2018,0.728,0.0,0.272,".@POTUS holds a ""Make America Great Again"" rally in Fargo, North Dakota. https://t.co/Bxk0nLbwIj",340,@FoxNews
-0.0258,Thu Jun 28 00:06:03 +0000 2018,0.788,0.108,0.104,".@BenShapiro on Socialist Who Upset NY Primary: Just Like Bernie, She Has Radical Ideas That Can Never Be Paid For. https://t.co/f64BRv8hzG",341,@FoxNews
0.0,Wed Jun 27 23:57:01 +0000 2018,1.0,0.0,0.0,"Bill Shine, former Fox News co-president, to take on senior communications role at White House. https://t.co/33ZNi2jUTA",342,@FoxNews
-0.5994,Wed Jun 27 23:53:32 +0000 2018,0.822,0.178,0.0,Firefighters in Maine helped a 97-year-old widow of a World War II veteran with the patriotic task of raising a new… https://t.co/x1hWo6uK5N,343,@FoxNews
0.3612,Wed Jun 27 23:47:28 +0000 2018,0.872,0.0,0.128,".@gen_jackkeane on upcoming @POTUS meeting with Russian President Putin: ""A meeting like this does give [Putin] a s… https://t.co/GTThjAfrpC",344,@FoxNews
-0.34,Wed Jun 27 23:39:45 +0000 2018,0.882,0.118,0.0,".@RepGoodlatte on the hearing with embattled FBI agent Peter Strzok: ""Unfortunately the FBI counsel in the room has… https://t.co/8wNf54TZZL",345,@FoxNews
0.0,Wed Jun 27 23:29:08 +0000 2018,1.0,0.0,0.0,".@benshapiro: ""I think the next wave of Democrats are going to be much closer @BernieSanders brand Democrats than e… https://t.co/wh7X126Fcz",346,@FoxNews
0.0,Wed Jun 27 23:24:56 +0000 2018,1.0,0.0,0.0,".@POTUS arrives in Fargo, North Dakota for a campaign rally. (Courtesy: KXJB) https://t.co/z4rJZ3bwor",347,@FoxNews
0.7906,Wed Jun 27 23:22:29 +0000 2018,0.696,0.0,0.304,"Reacting to the retirement of Supreme Court Justice Kennedy, @SenSchumer said that Republicans ""in the Senate shoul… https://t.co/7tVMU2Kosh",348,@FoxNews
-0.8591,Wed Jun 27 23:16:04 +0000 2018,0.537,0.463,0.0,"Nonprofit operator of shelters for immigrant kids tells of bomb threats, staff harassment. https://t.co/PqbaVSGv0X",349,@FoxNews
0.7906,Wed Jun 27 23:09:56 +0000 2018,0.696,0.0,0.304,".@mercedesschlapp on a time frame for @POTUS' Supreme Court justice nomination: ""He wants to move quickly on this.""… https://t.co/LwxRvkhK0B",350,@FoxNews
0.8955,Wed Jun 27 23:06:27 +0000 2018,0.546,0.0,0.454,".@mercedesschlapp on @POTUS' meeting with Justice Kennedy: ""The president was incredibly thankful for Justice Kenne… https://t.co/io1XItu3Ep",351,@FoxNews
-0.5719,Wed Jun 27 22:55:32 +0000 2018,0.749,0.251,0.0,New York Times details conditions of Obama-era family detention center: 'No place for human beings' https://t.co/hhjytlYXjl,352,@FoxNews
0.7184,Wed Jun 27 22:52:41 +0000 2018,0.522,0.127,0.351,"Charles Hurt on replacing Justice Kennedy: ""The greatest 'Never-Trumper' has to admit that Neil Gorsuch was a huge… https://t.co/yLgXv8VXm2",353,@FoxNews
0.5267,Wed Jun 27 22:48:18 +0000 2018,0.833,0.0,0.167,".@jonathanvswan on replacing Justice Kennedy: ""[@POTUS] now knows both the political force of this decision and the… https://t.co/1H2j2UyO4J",354,@FoxNews
0.4019,Wed Jun 27 22:43:58 +0000 2018,0.787,0.0,0.213,"Maine firefighters help military widow, 97, 'proudly' raise American flag https://t.co/Hvnk9wlZIx",355,@FoxNews
0.3182,Wed Jun 27 22:43:25 +0000 2018,0.881,0.0,0.119,President @realDonaldTrump is traveling the country to endorse candidates in the GOP primaries. @pdoocy has the sto… https://t.co/wWNBysi26Q,356,@FoxNews
0.6908,Wed Jun 27 22:24:51 +0000 2018,0.759,0.0,0.241,"Justice Anthony Kennedy in 1988: ""It is appropriate to recognize an essential truth, and that is that the Constitut… https://t.co/6aQ8yI8sf5",357,@FoxNews
0.7906,Wed Jun 27 22:18:26 +0000 2018,0.667,0.0,0.333,A political storm is brewing as President @realDonaldTrump looks to replace Supreme Court Justice Anthony Kennedy.… https://t.co/XLRzMUOUKh,358,@FoxNews
0.8591,Wed Jun 27 22:16:25 +0000 2018,0.655,0.0,0.345,A seat on the Supreme Court is opening up as Justice Anthony Kennedy gets ready to retire. @ShannonBream has the la… https://t.co/M273ec1d6V,359,@FoxNews
0.7964,Wed Jun 27 22:14:44 +0000 2018,0.705,0.0,0.295,"Leonard Leo on Justice Kennedy retiring: ""[@POTUS] had enormous success in nominating Neil Gorsuch to the court. An… https://t.co/kbcddSdAfX",360,@FoxNews
-0.8625,Wed Jun 27 22:07:54 +0000 2018,0.51,0.49,0.0,New York man witnesses daughter's marriage days before losing battle to cancer https://t.co/hZrWXHR7dV,361,@FoxNews
0.0,Wed Jun 27 21:58:52 +0000 2018,1.0,0.0,0.0,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/RDhzC2eu3Z,362,@FoxNews
-0.5423,Wed Jun 27 21:53:52 +0000 2018,0.639,0.26,0.1,"Hawaii emergency workers slept on the job, emails showed in aftermath of the fake missile alert. https://t.co/EVzIMJzvge",363,@FoxNews
-0.3612,Wed Jun 27 21:48:30 +0000 2018,0.865,0.135,0.0,"Maxine Waters, Kathy Griffin, Samantha Bee, others targeted in RNC campaign ad criticizing the 'unhinged left' https://t.co/vnWVPRywel",364,@FoxNews
-0.6908,Wed Jun 27 21:40:57 +0000 2018,0.737,0.263,0.0,"Janoris Jenkins' brother is charged with manslaughter in the death at the NFL star's home, officials say. https://t.co/4L0kg5khCb",365,@FoxNews
0.872,Wed Jun 27 21:37:13 +0000 2018,0.618,0.0,0.382,"Moments ago, @VP thanked Justice Anthony Kennedy for his service on the U.S. Supreme Court following Kennedy's anno… https://t.co/45qnpf5Nrf",366,@FoxNews
-0.3182,Wed Jun 27 21:28:30 +0000 2018,0.887,0.113,0.0,".@kimguilfoyle on @repjoecrowley's primary loss: ""He should have showed up for everything and not mailed it in, he… https://t.co/yMKIiA2aLb",367,@FoxNews
-0.9382,Wed Jun 27 21:20:21 +0000 2018,0.34,0.66,0.0,"California man, 77, accused of killing fire captain, charged with capital murder. https://t.co/sSc72Q4prH",368,@FoxNews
0.0609,Wed Jun 27 21:14:04 +0000 2018,0.767,0.111,0.122,".@JesseBWatters: ""This definitely moves the court to the right and it really puts the pressure on [Justice] Ginsbur… https://t.co/UHqvV4zFkv",369,@FoxNews
0.0,Wed Jun 27 21:12:58 +0000 2018,1.0,0.0,0.0,An all-new season of 'OBJECTified' premieres this Sunday with NBA legend @MagicJohnson! Tune in to Fox News Channel… https://t.co/1Q0L8B3ZKj,370,@FoxNews
-0.8779,Wed Jun 27 21:08:18 +0000 2018,0.448,0.552,0.0,Benghazi mastermind sentenced to 22 years in prison on federal terrorism charges. https://t.co/33Y6lI7LAE,371,@FoxNews
-0.2263,Wed Jun 27 20:56:56 +0000 2018,0.67,0.187,0.144,"Janoris Jenkins' brother is person of interest in death at NFL star's home, reports say https://t.co/q7Y9XdOY5l",372,@FoxNews
0.0,Wed Jun 27 20:42:00 +0000 2018,1.0,0.0,0.0,.@SenSchumer Demands Congress Use 'Biden Rule' in Choosing Kennedy Replacement https://t.co/gyJCSfYRGq,373,@FoxNews
0.8126,Wed Jun 27 20:31:53 +0000 2018,0.682,0.0,0.318,"Bob Vander Plaats on Justice Kennedy retiring: ""I think this is an opportunity to restore a culture of life in this… https://t.co/hzQHiOR22k",374,@FoxNews
0.7096,Wed Jun 27 20:31:09 +0000 2018,0.753,0.0,0.247,"Bob Vander Plaats on Justice Kennedy retiring: ""If [Justice Neil] Gorsuch is a standard, we'd like to see another G… https://t.co/VgYpLsLUNp",375,@FoxNews
0.3182,Wed Jun 27 20:25:58 +0000 2018,0.676,0.106,0.217,".@RandPaul on Justice Kennedy's retirement: ""No matter who President @realDonaldTrump picks will be divided along p… https://t.co/GkyXVcBsrH",376,@FoxNews
0.5574,Wed Jun 27 20:19:43 +0000 2018,0.625,0.0,0.375,Who are the Supreme Court justices? https://t.co/0VMFK0PBoY,377,@FoxNews
0.7906,Wed Jun 27 20:18:09 +0000 2018,0.75,0.0,0.25,"Tom Dupree: ""Justice Kennedy has been the swing vote on the Supreme Court for the last decade plus. We are going to… https://t.co/QwQhPaCQYf",378,@FoxNews
0.7351,Wed Jun 27 20:15:57 +0000 2018,0.693,0.0,0.307,".@johnrobertsFox on Justice Kennedy retiring: ""[@POTUS] has the opportunity to cement a 5-4 conservative majority a… https://t.co/1qcFCg8FtA",379,@FoxNews
0.7906,Wed Jun 27 20:07:46 +0000 2018,0.696,0.0,0.304,Supreme Court Justice Anthony Kennedy announced Wednesday that he's retiring at the end of July. @ShannonBream has… https://t.co/8mttwhZRbT,380,@FoxNews
0.7906,Wed Jun 27 20:01:27 +0000 2018,0.652,0.0,0.348,".@SenateMajLdr on Justice Kennedy retiring: ""First and foremost, I want to pause and express our gratitude for the… https://t.co/vhk5eHGtCm",381,@FoxNews
