Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Wed Jun 27 19:59:43 +0000 2018,1.0,0.0,0.0,.@AmbJohnBolton visits Moscow to talk possible US-Russia summit @ShepNewsTeam https://t.co/q1k8BHCj3W https://t.co/MODPY7wg2A,382,@FoxNews
0.7906,Wed Jun 27 19:58:43 +0000 2018,0.667,0.0,0.333,"Sen. @ChuckGrassley, chairman of @senjudiciary, speaks after the announcement of Supreme Court Justice Kennedy's re… https://t.co/ybqvasevub",383,@FoxNews
-0.3875,Wed Jun 27 19:50:04 +0000 2018,0.832,0.168,0.0,North Korea continues construction of nuclear research facility despite agreement to 'denuclearize': report https://t.co/jmGYjmVDpv,384,@FoxNews
0.8176,Wed Jun 27 19:41:06 +0000 2018,0.679,0.0,0.321,"Supreme Court Justice Kennedy in his retirement letter to @POTUS: ""For a member of the legal profession it is the h… https://t.co/hFqMcH8XcJ",385,@FoxNews
-0.3818,Wed Jun 27 19:31:02 +0000 2018,0.852,0.148,0.0,Kennedy replacement could face battles seen by the hotly contested nominations of Bork and Thomas. https://t.co/NkZZl3fR3L,386,@FoxNews
0.0,Wed Jun 27 19:29:01 +0000 2018,1.0,0.0,0.0,".@SenSchumer: ""Our Republican colleagues in the Senate should follow the rule they set in 2016: not to consider a S… https://t.co/0YuO4g9srk",387,@FoxNews
0.7906,Wed Jun 27 19:20:00 +0000 2018,0.632,0.0,0.368,Supreme Court Justice Anthony Kennedy released this statement Wednesday after announcing his retirement.… https://t.co/pQWz7XYB7u,388,@FoxNews
0.7906,Wed Jun 27 19:16:10 +0000 2018,0.72,0.0,0.28,"Chris Wallace on Justice Kennedy's retirement and the next Supreme Court pick: ""I think this is the biggest moment… https://t.co/EQiWkTYJu7",389,@FoxNews
0.8519,Wed Jun 27 19:08:26 +0000 2018,0.632,0.0,0.368,".@SenateMajLdr on Justice Kennedy retiring: ""Today the Senate and the nation thank Justice Kennedy for his years of… https://t.co/BqOAYAW39y",390,@FoxNews
-0.3336,Wed Jun 27 19:01:47 +0000 2018,0.594,0.253,0.153,"President @realDonaldTrump on immigration: ""We believe in very strong borders, no crime. And the Democrats believe… https://t.co/g3kBid4vX0",391,@FoxNews
0.3612,Wed Jun 27 18:59:43 +0000 2018,0.872,0.0,0.128,"President @realDonaldTrump on meeting with Vladimir Putin: ""It would look like we will probably be meeting sometime… https://t.co/VVuUqncwry",392,@FoxNews
0.0,Wed Jun 27 18:57:04 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump on immigration: ""We believe that families should be together."" https://t.co/Rdhl3AQGWv",393,@FoxNews
0.0,Wed Jun 27 18:52:29 +0000 2018,1.0,0.0,0.0,"President @realDonaldTrump: ""We have a list of 25 people that I actually had during my election.""… https://t.co/Jg9saPTf1E",394,@FoxNews
0.7269,Wed Jun 27 18:51:26 +0000 2018,0.711,0.0,0.289,"President @realDonaldTrump on Justice Kennedy retiring: ""Hopefully we're gonna pick somebody who will be as outstan… https://t.co/3Df7Rh5Gpu",395,@FoxNews
0.8625,Wed Jun 27 18:49:45 +0000 2018,0.625,0.0,0.375,"President @realDonaldTrump on Justice Kennedy retiring: ""We will begin our search for a new justice of the United S… https://t.co/kg0zzcBlS4",396,@FoxNews
0.6597,Wed Jun 27 18:45:40 +0000 2018,0.735,0.0,0.265,"President @realDonaldTrump on Justice Kennedy retiring: ""He is a man who has displayed tremendous vision and tremen… https://t.co/Wr8WzbxJZD",397,@FoxNews
0.5267,Wed Jun 27 18:43:37 +0000 2018,0.833,0.0,0.167,"President @realDonaldTrump on Justice Kennedy retiring: ""He's a man that I've known for a long time and a man that… https://t.co/VTE5XuJPMs",398,@FoxNews
0.0,Wed Jun 27 18:41:24 +0000 2018,1.0,0.0,0.0,".@SenateMajLdr: ""It's imperative that @POTUS' nominee be considered fairly and not subjected to personal attacks.""… https://t.co/xJChrD9tC3",399,@FoxNews
0.7351,Wed Jun 27 18:39:56 +0000 2018,0.733,0.0,0.267,".@SenateMajLdr: ""As in the case of Justice Gorsuch, senators will have the opportunity to meet with @POTUS' nominee… https://t.co/YIL0l6JHaT",400,@FoxNews
0.0,Thu Jun 28 03:32:04 +0000 2018,1.0,0.0,0.0,"NASA again delays launch of the Webb telescope, this time for 3 years and estimates it will cost $1 billion more to… https://t.co/3EGU7Xi4P3",401,@NYTimes
0.0,Thu Jun 28 03:17:06 +0000 2018,1.0,0.0,0.0,"RT @NYTMetro: A new report on New York's subway delays: “Lower-income people tend to have longer commute times, and in turn have more oppor…",402,@NYTimes
0.0772,Thu Jun 28 03:02:06 +0000 2018,0.735,0.147,0.118,"A drop of good news about the world’s oceans: The Belize Barrier Reef, the largest coral reef system in the Norther… https://t.co/fMg9NG1B5D",403,@NYTimes
0.6908,Thu Jun 28 02:47:01 +0000 2018,0.542,0.113,0.345,"RT @nytgraphics: With Justice Kennedy's retirement, the Supreme Court loses its swing vote.
https://t.co/LT6IfMh9PP",404,@NYTimes
-0.4927,Thu Jun 28 02:32:07 +0000 2018,0.775,0.225,0.0,"Cousins' DNA, uploaded to an ancestry site, leads to 3 more arrests https://t.co/qqJsQLhgrD",405,@NYTimes
0.296,Thu Jun 28 02:17:05 +0000 2018,0.901,0.0,0.099,"News Analysis: Courts are by tradition named for the chief justice. But if influence were the deciding factor, it w… https://t.co/Ih5Z9Fjsuu",406,@NYTimes
0.6249,Thu Jun 28 02:10:25 +0000 2018,0.788,0.0,0.212,RT @TheSteinLine: The Mavericks are actively exploring trade scenarios with the Clippers and former flame DeAndre Jordan in hopes of tradin…,407,@NYTimes
-0.9042,Thu Jun 28 02:02:07 +0000 2018,0.616,0.384,0.0,"Only in America, getaway drivers and lookouts can face the same penalty for a death as the killer. California is ha… https://t.co/HZbnXVNxOu",408,@NYTimes
0.1655,Thu Jun 28 01:47:06 +0000 2018,0.927,0.0,0.073,RT @anahadoconnor: Many cities enacted soda taxes to reduce sugar intake and increase their revenues. But now the soda industry is fighting…,409,@NYTimes
0.0,Thu Jun 28 01:32:06 +0000 2018,1.0,0.0,0.0,A guide to some of the biggest blockchain projects outside of Bitcoin https://t.co/T6fXAQG8ML,410,@NYTimes
0.0,Thu Jun 28 01:17:07 +0000 2018,1.0,0.0,0.0,"RT @NYTMetro: Alexandria Ocasio-Cortez can add instant political rock star to a résumé that up to now included waitress, bartender, childre…",411,@NYTimes
0.0,Thu Jun 28 01:02:06 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/zZ5UA7U9JV,412,@NYTimes
0.5719,Thu Jun 28 00:47:04 +0000 2018,0.837,0.0,0.163,"In Mexico City, hundreds of fans celebrated outside the South Korea embassy, lifting the consul general on their sh… https://t.co/h4h6gS21nk",413,@NYTimes
0.0,Thu Jun 28 00:41:04 +0000 2018,1.0,0.0,0.0,"RT @ShaneGoldmacher: NEW: The last poll Joe Crowley took showed up leading by  **36 points** in early June.

My story inside the Crowley co…",414,@NYTimes
0.0,Thu Jun 28 00:32:07 +0000 2018,1.0,0.0,0.0,"On a big day in the World Cup, here’s a diversion: We removed the ball from photos of group-stage games. See if you… https://t.co/PjBxxz2DxG",415,@NYTimes
0.6705,Thu Jun 28 00:17:05 +0000 2018,0.686,0.0,0.314,"RT @emilybazelon: Well, here are my thoughts on the retirement of Justice Kennedy.

https://t.co/4vEYBgHMZK",416,@NYTimes
-0.4215,Thu Jun 28 00:02:07 +0000 2018,0.882,0.118,0.0,A Kansas City immigration lawyer said she broke her foot after being pushed to the ground by an ICE officer. She wa… https://t.co/utMRWvXuEX,417,@NYTimes
0.5574,Wed Jun 27 23:47:06 +0000 2018,0.735,0.0,0.265,The front-runners and full list of potential Supreme Court nominees https://t.co/zxRZ41GWLu,418,@NYTimes
-0.7096,Wed Jun 27 23:32:06 +0000 2018,0.781,0.219,0.0,"Terry Crews says he won't be in ""The Expendables 4"" after a producer tried to get him to drop his sexual assault la… https://t.co/zTlHKBR7KL",419,@NYTimes
-0.3818,Wed Jun 27 23:17:04 +0000 2018,0.89,0.11,0.0,"RT @nytopinion: My father, Fred Korematsu, would have been upset that the court overturned his case only to uphold President Trump’s travel…",420,@NYTimes
-0.2263,Wed Jun 27 23:03:03 +0000 2018,0.905,0.095,0.0,"In 1983, the slashed, scarred body of a 23-year-old black man was discovered in a grassy roadside area in a Georgia… https://t.co/k51to4KlDm",421,@NYTimes
0.0,Wed Jun 27 22:47:05 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ejfYV4pKni,422,@NYTimes
-0.3182,Wed Jun 27 22:32:05 +0000 2018,0.897,0.103,0.0,"The world’s tropical forests lost roughly 39 million acres of trees last year, an area roughly the size of Banglade… https://t.co/3xx3rdpeNY",423,@NYTimes
0.3612,Wed Jun 27 22:17:04 +0000 2018,0.889,0.0,0.111,"RT @nytvideo: “Women like me aren’t supposed to run for office,” Alexandria Ocasio-Cortez said in a campaign video last month. In a stunnin…",424,@NYTimes
0.5994,Wed Jun 27 22:01:06 +0000 2018,0.794,0.0,0.206,"Germany, the defending World Cup champion, took its earliest exit from the tournament since 1938 https://t.co/e0hFEMidIb",425,@NYTimes
0.0,Wed Jun 27 21:51:05 +0000 2018,1.0,0.0,0.0,"RT @NYTSports: For women who work as sports reporters, #MeToo isn’t just a movement, it’s often their everyday reality. https://t.co/o0YbUp…",426,@NYTimes
0.0516,Wed Jun 27 21:42:02 +0000 2018,0.714,0.112,0.173,"13 years after escaping from a Wichita zoo, No. 492 is the flamingo that keeps on surviving https://t.co/7uhrgQx1hJ",427,@NYTimes
-0.7184,Wed Jun 27 21:26:06 +0000 2018,0.76,0.24,0.0,RT @malachybrowne: A peek behind our investigation into claims by Syrian and Russian officials that the chemical weapons attack in Douma on…,428,@NYTimes
0.0,Wed Jun 27 21:11:44 +0000 2018,1.0,0.0,0.0,"A year and a half after a New York Times correspondent was kicked out of Venezuela, he returned to see how people a… https://t.co/7jChD5QJC5",429,@NYTimes
0.5994,Wed Jun 27 21:06:21 +0000 2018,0.803,0.0,0.197,"On the streets of Caracas, homeless kids play with a wad of bolívar bills like it’s Monopoly money. All of this isn… https://t.co/a27fQZPuyJ",430,@NYTimes
-0.743,Wed Jun 27 21:03:18 +0000 2018,0.674,0.326,0.0,Runaway inflation has thrown Venezuela into chaos and made food and medicine desperately scarce… https://t.co/p8Vk9of1Z1,431,@NYTimes
-0.8316,Wed Jun 27 20:55:02 +0000 2018,0.672,0.328,0.0,The police officer who killed Antwon Rose failed basic police procedures and made statements to investigators that… https://t.co/yLyFUvUOwL,432,@NYTimes
-0.3612,Wed Jun 27 20:40:06 +0000 2018,0.878,0.122,0.0,Trump administration officials that it would be difficult to comply with the timetable in a federal court order req… https://t.co/WnK6hCWr9w,433,@NYTimes
0.0,Wed Jun 27 20:25:03 +0000 2018,1.0,0.0,0.0,Stories of how we communicate about sex and intimacy are rare. That’s where you come in. https://t.co/WgP4PnJa0m,434,@NYTimes
0.7269,Wed Jun 27 20:14:57 +0000 2018,0.724,0.0,0.276,Breaking News: Senate Majority Leader Mitch McConnell promised a quick vote on a Supreme Court nominee by fall. Dem… https://t.co/5TmPPJ6Glh,435,@NYTimes
0.2263,Wed Jun 27 20:10:05 +0000 2018,0.741,0.111,0.148,Teachers’ unions could lose up to a third of their members and funding as a result of the Supreme Court decision https://t.co/cPDS7sOlgc,436,@NYTimes
-0.5574,Wed Jun 27 19:55:03 +0000 2018,0.753,0.247,0.0,Thousands of fans gathered in Florida for a memorial service to mourn the controversial rapper XXXTentacion https://t.co/S7EzgTBuL1,437,@NYTimes
0.2732,Wed Jun 27 19:40:12 +0000 2018,0.775,0.092,0.133,"RT @nytopinion: What does the Supreme Court decision on unions mean? Several takes here:

""Workers are standing up and fighting, and they h…",438,@NYTimes
0.5267,Wed Jun 27 19:25:04 +0000 2018,0.805,0.0,0.195,Mitch McConnell said the Senate would vote to replace Justice Anthony Kennedy this fall https://t.co/DbdzxTgpnE,439,@NYTimes
0.0,Wed Jun 27 19:10:08 +0000 2018,1.0,0.0,0.0,Switzerland dominated possession in the first half of their match against Costa Rica. But as Germany showed earlier… https://t.co/DU2HxkLmhp,440,@NYTimes
0.0,Wed Jun 27 18:55:07 +0000 2018,1.0,0.0,0.0,Benicio Del Toro is now one of only a few Latinos to headline a film franchise released by Hollywood https://t.co/Uxz6HFiZhH,441,@NYTimes
0.296,Wed Jun 27 18:42:34 +0000 2018,0.872,0.0,0.128,"There are over 100,000 people on the waiting list to join the dating app Raya https://t.co/FLQ5gZWbm5",442,@NYTimes
0.6124,Wed Jun 27 18:25:03 +0000 2018,0.792,0.0,0.208,The U.S. Open is revamping its seeding process to protect women returning to the court after giving birth. Serena W… https://t.co/NULz1eKCTz,443,@NYTimes
0.5574,Wed Jun 27 18:11:25 +0000 2018,0.841,0.0,0.159,"Breaking News: Anthony Kennedy is retiring from the Supreme Court. He was often the swing vote, and President Trump… https://t.co/ojdg7urbeq",444,@NYTimes
-0.5859,Wed Jun 27 18:00:01 +0000 2018,0.73,0.27,0.0,Breaking News: The House overwhelmingly rejected a major immigration overhaul. A last-minute plea from President Tr… https://t.co/FaJ105bHjK,445,@NYTimes
0.0,Wed Jun 27 17:53:39 +0000 2018,1.0,0.0,0.0,Here’s a look at how each team can make the round of 16 https://t.co/FF4ZdmV9tn,446,@NYTimes
0.5859,Wed Jun 27 17:51:56 +0000 2018,0.847,0.0,0.153,Both Brazil and Serbia are looking for a win in order to advance to the World Cup round of 16. Expect a competitive… https://t.co/R0oPoZy7sv,447,@NYTimes
0.0,Wed Jun 27 17:35:03 +0000 2018,1.0,0.0,0.0,A member of Brazil's soccer federation was sent home to Brazil after smashing a glass on a fan's head. And you thou… https://t.co/Y4Qp3sr2BZ,448,@NYTimes
-0.5574,Wed Jun 27 17:20:10 +0000 2018,0.769,0.231,0.0,"Joe Jackson, the father and manager of the Jackson 5, has died https://t.co/ZWhxupoKYU",449,@NYTimes
-0.5423,Wed Jun 27 17:06:46 +0000 2018,0.698,0.233,0.07,"The man accused of driving his car into people protesting a white supremacist rally in Charlottesville, Virginia wa… https://t.co/uxsXz1QqDB",450,@NYTimes
0.0,Wed Jun 27 16:54:00 +0000 2018,1.0,0.0,0.0,Breaking News: President Trump and President Vladimir Putin of Russia will hold a summit soon. The planned meeting… https://t.co/gdRwE4Gd1z,451,@NYTimes
0.7845,Wed Jun 27 16:45:58 +0000 2018,0.655,0.0,0.345,Breaking News: The Justice Department approved Disney's $71 billion bid for 21st Century Fox's assets. The decision… https://t.co/zWAST0A14E,452,@NYTimes
-0.7717,Wed Jun 27 16:28:06 +0000 2018,0.739,0.261,0.0,"Bill Shine, ousted from Fox News for his handling of sexual harassment scandals, is expected to be offered the top… https://t.co/TZhweMpySJ",453,@NYTimes
-0.9001,Wed Jun 27 16:13:05 +0000 2018,0.556,0.369,0.075,"The California Supreme Court calls it a “barbaric” rule from a “bygone age."" But the felony murder rule is still th… https://t.co/q7lRQibKIB",454,@NYTimes
-0.1779,Wed Jun 27 15:58:45 +0000 2018,0.655,0.204,0.142,"Germany, the defending World Cup champion, lost to South Korea and failed to advance out of the group stage. Mexico… https://t.co/ath6QUMX4R",455,@NYTimes
0.5994,Wed Jun 27 15:56:33 +0000 2018,0.843,0.0,0.157,"Video review has come to the World Cup, and it probably just knocked the defending champion Germany out of the tour… https://t.co/Jl9sDRbvIG",456,@NYTimes
-0.5423,Wed Jun 27 15:53:06 +0000 2018,0.667,0.235,0.098,RT @nytopinion: Does Donald Trump fear foreigners invading America like he fears germs contaminating his body? Watch Episode 3 of @realtrum…,457,@NYTimes
0.0,Wed Jun 27 15:49:03 +0000 2018,1.0,0.0,0.0,Because Slack is down and you might have to actually talk to your coworkers ¯\_(ツ)_/¯ https://t.co/W52HIDHdEf,458,@NYTimes
-0.8271,Wed Jun 27 15:43:02 +0000 2018,0.599,0.401,0.0,A police officer was charged with criminal homicide in the fatal shooting of teenager Antwon Rose  https://t.co/0qvGG0RSQ4,459,@NYTimes
0.0,Wed Jun 27 15:33:04 +0000 2018,1.0,0.0,0.0,RT @randyNYT: Notice the accent marks on Mexico's World Cup jerseys? A New York Times editor @apchavira did that: https://t.co/7169yQMwqw,460,@NYTimes
-0.1406,Wed Jun 27 15:23:06 +0000 2018,0.771,0.126,0.103,"Germany probably advances in the World Cup with a win, but might not, and probably doesn’t advance with a loss, but… https://t.co/jAi6tGii3T",461,@NYTimes
0.3182,Wed Jun 27 15:13:03 +0000 2018,0.892,0.0,0.108,"RT @HannaIngber: Our politics editor, @patrickhealynyt, is inviting readers to ask him questions about how we're covering the midterms. Ple…",462,@NYTimes
-0.4019,Wed Jun 27 15:03:06 +0000 2018,0.863,0.137,0.0,Russia demonstrated that one response to fielding an unwelcome question is to ask a different question. And another… https://t.co/uaabtuxMS1,463,@NYTimes
-0.2204,Wed Jun 27 14:58:26 +0000 2018,0.925,0.075,0.0,"RT @mattfleg: Was just going back through some notes from our chat w/ @Ocasio2018 many weeks ago. This stood out: ""There’s this weird mascu…",464,@NYTimes
-0.714,Wed Jun 27 14:43:02 +0000 2018,0.727,0.218,0.055,"""The violent act of a fan is sad,"" she wrote, but what is even worse, she added, is the reaction of those who do no… https://t.co/FYiFx0HKyj",465,@NYTimes
0.4215,Wed Jun 27 14:33:06 +0000 2018,0.865,0.0,0.135,Mexico and Sweden are hoping to clinch advancement to the second round of World Cup. Chicharito (Javier Hernandez)… https://t.co/gad8LqyAW5,466,@NYTimes
-0.4404,Wed Jun 27 14:23:04 +0000 2018,0.791,0.149,0.06,"RT @mwolgelenter: “The enemies of a meat-based diet want to consign humanity to grains.” @alissanyt, on French butchers seeking protection…",467,@NYTimes
0.5574,Wed Jun 27 14:13:14 +0000 2018,0.841,0.0,0.159,"Breaking News: The Supreme Court dealt a major blow to labor unions, ruling 5-4 that government workers can’t be re… https://t.co/Iyqs5AYU82",468,@NYTimes
0.0,Wed Jun 27 14:00:05 +0000 2018,1.0,0.0,0.0,"RT @fstockman: A primer for what happened last night in NY. ‘Yes, I’m Running as a #Socialist.’ Why Candidates Are Embracing the Label in 2…",469,@NYTimes
0.4201,Wed Jun 27 13:45:07 +0000 2018,0.896,0.0,0.104,"RT @NYTSports: The Mexican player known as ""Chucky"" has been a nightmare for opponents at the World Cup. And there may be more like him on…",470,@NYTimes
0.0,Wed Jun 27 13:31:02 +0000 2018,1.0,0.0,0.0,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/eZoGJjSDeq,471,@NYTimes
-0.2023,Wed Jun 27 13:21:06 +0000 2018,0.727,0.155,0.118,The search for a dozen boys and their soccer coach trapped in a flooded cave complex has captivated Thailand https://t.co/1LQB1CFzM0,472,@NYTimes
0.0,Wed Jun 27 13:10:41 +0000 2018,1.0,0.0,0.0,"A year and a half after a New York Times correspondent was kicked out of Venezuela, he returned to see how people a… https://t.co/HtNogoyDhd",473,@NYTimes
0.0,Wed Jun 27 13:00:19 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/EfR5ZryQxl https://t.co/zqewCJApCz,474,@NYTimes
-0.6597,Wed Jun 27 12:44:03 +0000 2018,0.812,0.188,0.0,"A shooting in which a woman gunned down four of her relatives, killing two, has rattled Hong Kong, a city where suc… https://t.co/xaDP4Jo42X",475,@NYTimes
-0.0516,Wed Jun 27 12:30:04 +0000 2018,0.734,0.138,0.128,"President Trump has chosen a more moderate approach to limit Chinese investments in the United States, rejecting mo… https://t.co/K423hIY9vc",476,@NYTimes
-0.4588,Wed Jun 27 12:16:06 +0000 2018,0.864,0.136,0.0,"""The unfortunate reality is that under the present system, migrant children are not accounted for with the same eff… https://t.co/bx2vRTeyEn",477,@NYTimes
0.3612,Wed Jun 27 11:50:04 +0000 2018,0.828,0.0,0.172,A political revolution — or something like it — just rippled through New York City https://t.co/Y0F0wPNONI,478,@NYTimes
0.5574,Wed Jun 27 11:41:06 +0000 2018,0.825,0.0,0.175,The Korematsu ruling was an exceedingly rare modern example in which the Supreme Court explicitly upheld government… https://t.co/yUWSZBmg3Y,479,@NYTimes
-0.5574,Wed Jun 27 11:30:03 +0000 2018,0.461,0.329,0.211,"Justice Sonia Sotomayor condemned the travel ban as ""harrowing"" and ""motivated by hostility and animus toward the M… https://t.co/JqxzB2lrOo",480,@NYTimes
-0.5574,Wed Jun 27 11:20:03 +0000 2018,0.806,0.194,0.0,RT @nytgraphics: Charts illustrating some of the effects of Trump's travel ban so far:  https://t.co/6a3wAmRUPn https://t.co/eqWjGnfI8r,481,@NYTimes
0.3182,Wed Jun 27 11:11:07 +0000 2018,0.612,0.147,0.241,What the Supreme Court's endorsement of the travel ban says about the extent of the president's power https://t.co/jsDBQuSBQD,482,@NYTimes
-0.3447,Wed Jun 27 11:00:06 +0000 2018,0.672,0.328,0.0,"Fact check: No, Democrats don't want ""open borders"" https://t.co/91CrZV9ahM",483,@NYTimes
0.0,Wed Jun 27 10:44:06 +0000 2018,1.0,0.0,0.0,Results for elections in 7 states https://t.co/MAme5UnNmP https://t.co/sXLPiAvuny,484,@NYTimes
0.0,Wed Jun 27 10:30:12 +0000 2018,1.0,0.0,0.0,"""I knew that it was long odds, and I knew that it was uphill, but I always knew it was possible,"" Alexandria Ocasio… https://t.co/Nhy8yHPad6",485,@NYTimes
0.0,Wed Jun 27 10:16:02 +0000 2018,1.0,0.0,0.0,"The seized items included $30 million in cash, 2,800 pairs of earrings, 2,200 rings, 2,100 bangles, 1,600 brooches,… https://t.co/zRJ8B871Xz",486,@NYTimes
0.0,Wed Jun 27 10:00:13 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/aTMTe1uUWB https://t.co/e8MWX047Hr,487,@NYTimes
-0.4939,Wed Jun 27 09:44:02 +0000 2018,0.868,0.132,0.0,"""The odds are that Trump will deliver a G-7 performance. And I fear that we will come out of this summit with symbo… https://t.co/ARkcwTr80i",488,@NYTimes
0.0,Wed Jun 27 09:30:06 +0000 2018,1.0,0.0,0.0,"""It's surreal,"" Alexandria Ocasio-Cortez said as the votes were being tallied https://t.co/9QOMSSi0yQ",489,@NYTimes
0.25,Wed Jun 27 09:15:07 +0000 2018,0.69,0.155,0.155,"""There was no divine intervention here. Just hard, human work. Argentina made it. Messi made it,"" @RorySmith writes https://t.co/4vq9QC4Yhc",490,@NYTimes
0.0,Wed Jun 27 09:00:04 +0000 2018,1.0,0.0,0.0,"French butchers wrote that ""physical, verbal, and moral violence” against them was ""neither more nor less than a fo… https://t.co/ma5AGPkE3G",491,@NYTimes
-0.6249,Wed Jun 27 08:44:01 +0000 2018,0.843,0.157,0.0,"RT @nytimesworld: Remember the ""ecce homo"" in Spain that was one of the worst restoration projects in modern history? It has new competitio…",492,@NYTimes
0.0,Wed Jun 27 08:30:09 +0000 2018,1.0,0.0,0.0,"There's a lot of trash in the ocean these days. But which of these items is most frequently found on beaches?
• Str… https://t.co/816BGF7zsk",493,@NYTimes
0.7003,Wed Jun 27 08:15:09 +0000 2018,0.775,0.0,0.225,RT @nytimesworld: Malta says it will let a rescue ship carrying hundreds of African migrants dock — if other European countries agree to ta…,494,@NYTimes
0.0,Wed Jun 27 08:02:02 +0000 2018,1.0,0.0,0.0,"McKinsey is a keeper of secrets the world over. But in South Africa, its culture of confidentiality helped ensnare… https://t.co/fe85ixkHpJ",495,@NYTimes
-0.1027,Wed Jun 27 07:47:08 +0000 2018,0.833,0.092,0.075,These photos from the World Cup are missing one important element – the ball. See if you can guess where it was.… https://t.co/yTduHCwFOO,496,@NYTimes
0.0,Wed Jun 27 07:32:02 +0000 2018,1.0,0.0,0.0,The murals started appearing quietly in Paris last week. Now they're confirmed as the work of Banksy — and the race… https://t.co/5a5tfayiCs,497,@NYTimes
-0.5653,Wed Jun 27 07:17:01 +0000 2018,0.656,0.235,0.109,500 died. 50 villages destroyed. Tens of thousands displaced. Yet this is not a war zone. It is farm country in Nig… https://t.co/affhI8Tseq,498,@NYTimes
0.0,Wed Jun 27 07:15:10 +0000 2018,1.0,0.0,0.0,Who Is Alexandria Ocasio-Cortez? A Democratic Giant Slayer https://t.co/RKe0g4XUGF,499,@NYTimes
0.0,Wed Jun 27 07:02:04 +0000 2018,1.0,0.0,0.0,A dozen Australian politicians were treated to lavish overseas trips by a Chinese technology company that is alread… https://t.co/8vhhubGV8B,500,@NYTimes
